poi_id,input_checkins,output_interactions,output_views,output_transactions,output_reviews,input_unique_users,output_unique_users,interaction_diff,user_diff
POI-ID-0d7dffe2,1,1,1,0,0,1,1,0,0
POI-ID-d96f3cd5,1,1,1,0,0,1,1,0,0
POI-ID-9ceb1f85,2,2,2,0,0,2,2,0,0
POI-ID-4ef6fea0,1,1,1,0,0,1,1,0,0
POI-ID-7f1a255a,1,1,1,0,0,1,1,0,0
POI-ID-4c028e31,1,1,1,0,0,1,1,0,0
POI-ID-c6334858,1,1,1,0,0,1,1,0,0
POI-ID-6d9cd762,1,1,1,0,0,1,1,0,0
POI-ID-a9ac98b4,2,2,2,0,0,2,2,0,0
POI-ID-bc343277,1,1,1,0,0,1,1,0,0
POI-ID-e5966b57,1,1,1,0,0,1,1,0,0
POI-ID-2dabdd15,1,1,1,0,0,1,1,0,0
POI-ID-6d9d582d,2,2,2,0,0,2,2,0,0
POI-ID-f5691311,1,1,1,0,0,1,1,0,0
POI-ID-a6ed0f75,1,1,1,0,0,1,1,0,0
POI-ID-710cdb5a,1,1,1,0,0,1,1,0,0
POI-ID-31c3e94d,1,1,1,0,0,1,1,0,0
POI-ID-4b7e3356,1,1,1,0,0,1,1,0,0
POI-ID-922cb5b1,1,1,1,0,0,1,1,0,0
POI-ID-dcf46531,3,3,3,0,0,3,3,0,0
POI-ID-e49c804d,1,1,1,0,0,1,1,0,0
POI-ID-338c8111,1,1,1,0,0,1,1,0,0
POI-ID-c72ad037,1,1,1,0,0,1,1,0,0
POI-ID-814833de,2,2,1,1,0,1,1,0,0
POI-ID-ecfb875c,1,1,1,0,0,1,1,0,0
POI-ID-40fe3c86,1,1,1,0,0,1,1,0,0
POI-ID-8641dd58,2,2,2,0,0,2,2,0,0
POI-ID-cfa2800a,1,1,1,0,0,1,1,0,0
POI-ID-217a9117,2,2,1,1,0,1,1,0,0
POI-ID-3f49a238,3,3,2,1,0,2,2,0,0
POI-ID-e009cd57,1,1,1,0,0,1,1,0,0
POI-ID-5c08c5dd,1,1,1,0,0,1,1,0,0
POI-ID-aeeec7e8,1,1,1,0,0,1,1,0,0
POI-ID-c1f97ced,1,1,1,0,0,1,1,0,0
POI-ID-115403ea,1,1,1,0,0,1,1,0,0
POI-ID-4eafee34,2,2,1,1,0,1,1,0,0
POI-ID-2ca247da,1,1,1,0,0,1,1,0,0
POI-ID-2eb3dbb6,1,1,1,0,0,1,1,0,0
POI-ID-16901a1b,9,9,5,2,2,1,1,0,0
POI-ID-6e442882,3,3,1,1,1,1,1,0,0
POI-ID-c758de8f,1,1,1,0,0,1,1,0,0
POI-ID-102c8cb1,1,1,1,0,0,1,1,0,0
POI-ID-cc14fd58,1,1,1,0,0,1,1,0,0
POI-ID-78cdbed3,1,1,1,0,0,1,1,0,0
POI-ID-d8c075d2,1,1,1,0,0,1,1,0,0
POI-ID-ebb93d5d,1,1,1,0,0,1,1,0,0
POI-ID-ad44e7ad,1,1,1,0,0,1,1,0,0
POI-ID-6f60a8f8,1,1,1,0,0,1,1,0,0
POI-ID-6a863d31,1,1,1,0,0,1,1,0,0
POI-ID-f13019f0,1,1,1,0,0,1,1,0,0
POI-ID-33cae736,1,1,1,0,0,1,1,0,0
POI-ID-b8954dfa,1,1,1,0,0,1,1,0,0
POI-ID-a2d10d2f,1,1,1,0,0,1,1,0,0
POI-ID-515cd675,1,1,1,0,0,1,1,0,0
POI-ID-569e1b17,3,3,1,1,1,1,1,0,0
POI-ID-2a8aafde,2,2,1,1,0,1,1,0,0
POI-ID-537ad02a,1,1,1,0,0,1,1,0,0
POI-ID-0e0dd617,1,1,1,0,0,1,1,0,0
POI-ID-639ccc72,1,1,1,0,0,1,1,0,0
POI-ID-c625c053,1,1,1,0,0,1,1,0,0
POI-ID-fe34f599,1,1,1,0,0,1,1,0,0
POI-ID-2cbd6678,1,1,1,0,0,1,1,0,0
POI-ID-1630ec90,1,1,1,0,0,1,1,0,0
POI-ID-cb2d4e50,1,1,1,0,0,1,1,0,0
POI-ID-deccb26a,4,4,2,1,1,2,2,0,0
POI-ID-2500fcf1,1,1,1,0,0,1,1,0,0
POI-ID-f3ae81b2,1,1,1,0,0,1,1,0,0
POI-ID-d405029b,2,2,2,0,0,2,2,0,0
POI-ID-5eb23bd1,1,1,1,0,0,1,1,0,0
POI-ID-333a651d,52,52,32,15,5,3,3,0,0
POI-ID-0405c5cd,1,1,1,0,0,1,1,0,0
POI-ID-3ae58b49,1,1,1,0,0,1,1,0,0
POI-ID-1af7e300,1,1,1,0,0,1,1,0,0
POI-ID-51b563be,1,1,1,0,0,1,1,0,0
POI-ID-b5b41391,1,1,1,0,0,1,1,0,0
POI-ID-8d76b06b,1,1,1,0,0,1,1,0,0
POI-ID-3b1220c7,1,1,1,0,0,1,1,0,0
POI-ID-305166cd,1,1,1,0,0,1,1,0,0
POI-ID-e4db7622,1,1,1,0,0,1,1,0,0
POI-ID-db6250a9,2,2,2,0,0,2,2,0,0
POI-ID-c81e7d8f,1,1,1,0,0,1,1,0,0
POI-ID-37c2d2d0,1,1,1,0,0,1,1,0,0
POI-ID-04f90f0d,1,1,1,0,0,1,1,0,0
POI-ID-fd836eca,2,2,1,0,1,2,2,0,0
POI-ID-6594ef63,1,1,1,0,0,1,1,0,0
POI-ID-6624f622,2,2,1,1,0,1,1,0,0
POI-ID-f9e43599,1,1,1,0,0,1,1,0,0
POI-ID-5a5d7d71,2,2,2,0,0,2,2,0,0
POI-ID-755c4a3e,2,2,1,1,0,1,1,0,0
POI-ID-3624795c,11,11,7,3,1,2,2,0,0
POI-ID-33d6f39f,3,3,1,1,1,1,1,0,0
POI-ID-5d233479,1,1,1,0,0,1,1,0,0
POI-ID-da84856c,1,1,1,0,0,1,1,0,0
POI-ID-c3614d11,1,1,1,0,0,1,1,0,0
POI-ID-157581ee,1,1,1,0,0,1,1,0,0
POI-ID-ef09eb71,2,2,2,0,0,2,2,0,0
POI-ID-3668c4b5,2,2,2,0,0,2,2,0,0
POI-ID-3e058c0f,1,1,1,0,0,1,1,0,0
POI-ID-b982bb8c,1,1,1,0,0,1,1,0,0
POI-ID-74884a28,1,1,1,0,0,1,1,0,0
POI-ID-be79e094,2,2,2,0,0,2,2,0,0
POI-ID-81871ea7,3,3,1,1,1,1,1,0,0
POI-ID-1a148c68,2,2,2,0,0,2,2,0,0
POI-ID-29d48264,4,4,2,1,1,1,1,0,0
POI-ID-81dde40b,4,4,1,2,1,2,2,0,0
POI-ID-75c38cf1,1,1,1,0,0,1,1,0,0
POI-ID-09142044,1,1,1,0,0,1,1,0,0
POI-ID-31d5069f,1,1,1,0,0,1,1,0,0
POI-ID-2dc09c6a,1,1,1,0,0,1,1,0,0
POI-ID-fc806bf0,1,1,1,0,0,1,1,0,0
POI-ID-36302149,2,2,1,1,0,1,1,0,0
POI-ID-4f3a071e,26,26,16,7,3,2,2,0,0
POI-ID-ecd5ada7,2,2,2,0,0,2,2,0,0
POI-ID-47a4baad,1,1,1,0,0,1,1,0,0
POI-ID-8b296eff,2,2,1,1,0,1,1,0,0
POI-ID-2583dc80,1,1,1,0,0,1,1,0,0
POI-ID-de7b418f,2,2,2,0,0,2,2,0,0
POI-ID-895079e1,1,1,1,0,0,1,1,0,0
POI-ID-58c7b100,1,1,1,0,0,1,1,0,0
POI-ID-9776479e,1,1,1,0,0,1,1,0,0
POI-ID-f5e136ac,1,1,1,0,0,1,1,0,0
POI-ID-d2afa839,1,1,1,0,0,1,1,0,0
POI-ID-1fa91722,1,1,1,0,0,1,1,0,0
POI-ID-fd138ef7,2,2,2,0,0,2,2,0,0
POI-ID-e58f3b81,11,11,6,3,2,1,1,0,0
POI-ID-6f429a44,1,1,1,0,0,1,1,0,0
POI-ID-1875c1ae,1,1,1,0,0,1,1,0,0
POI-ID-35d09047,1,1,1,0,0,1,1,0,0
POI-ID-51d2de22,10,10,6,2,2,3,3,0,0
POI-ID-b031e309,1,1,1,0,0,1,1,0,0
POI-ID-df3654bd,2,2,1,1,0,1,1,0,0
POI-ID-2b1e2bf7,1,1,1,0,0,1,1,0,0
POI-ID-4cbee0dd,2,2,2,0,0,2,2,0,0
POI-ID-7c2fc385,1,1,1,0,0,1,1,0,0
POI-ID-112de651,1,1,1,0,0,1,1,0,0
POI-ID-6ff5bf52,3,3,3,0,0,3,3,0,0
POI-ID-d78a8dd6,4,4,2,1,1,2,2,0,0
POI-ID-6aaf26ef,1,1,1,0,0,1,1,0,0
POI-ID-376c7aa6,1,1,1,0,0,1,1,0,0
POI-ID-1ddf886a,2,2,1,1,0,1,1,0,0
POI-ID-750aabdd,3,3,3,0,0,3,3,0,0
POI-ID-92db27f7,3,3,3,0,0,3,3,0,0
POI-ID-df5f0cc1,1,1,1,0,0,1,1,0,0
POI-ID-78a4e26b,2,2,2,0,0,2,2,0,0
POI-ID-561394db,2,2,2,0,0,2,2,0,0
POI-ID-a23795f6,2,2,2,0,0,2,2,0,0
POI-ID-61e8e413,3,3,2,1,0,2,2,0,0
POI-ID-44c4daec,1,1,1,0,0,1,1,0,0
POI-ID-67efae3f,3,3,3,0,0,3,3,0,0
POI-ID-a0046a72,1,1,1,0,0,1,1,0,0
POI-ID-5c6381b1,1,1,1,0,0,1,1,0,0
POI-ID-a39c67c0,10,10,7,2,1,6,6,0,0
POI-ID-46e8fdb9,2,2,2,0,0,2,2,0,0
POI-ID-7e82b57b,4,4,4,0,0,4,4,0,0
POI-ID-f1083724,4,4,3,1,0,3,3,0,0
POI-ID-fc669b77,1,1,1,0,0,1,1,0,0
POI-ID-1140df48,1,1,1,0,0,1,1,0,0
POI-ID-37aa18d9,3,3,1,1,1,1,1,0,0
POI-ID-8fd73b0d,1,1,1,0,0,1,1,0,0
POI-ID-4022f1c3,4,4,4,0,0,4,4,0,0
POI-ID-8050edf0,1,1,1,0,0,1,1,0,0
POI-ID-a163f1ed,3,3,3,0,0,3,3,0,0
POI-ID-bd24802a,2,2,1,1,0,1,1,0,0
POI-ID-91a35734,1,1,1,0,0,1,1,0,0
POI-ID-3494a515,1,1,1,0,0,1,1,0,0
POI-ID-390bf670,3,3,3,0,0,3,3,0,0
POI-ID-02c330cf,1,1,1,0,0,1,1,0,0
POI-ID-6f8251ef,1,1,1,0,0,1,1,0,0
POI-ID-01106569,1,1,1,0,0,1,1,0,0
POI-ID-e3b6d6a3,1,1,1,0,0,1,1,0,0
POI-ID-c3b542bb,12,12,7,3,2,2,2,0,0
POI-ID-e9ee5c8a,1,1,1,0,0,1,1,0,0
POI-ID-cd6e69a4,10,10,5,3,2,3,3,0,0
POI-ID-79419006,1,1,1,0,0,1,1,0,0
POI-ID-da12f8f7,1,1,1,0,0,1,1,0,0
POI-ID-cb5746de,2,2,2,0,0,2,2,0,0
POI-ID-59f012ec,2,2,1,1,0,1,1,0,0
POI-ID-9a85d35f,1,1,1,0,0,1,1,0,0
POI-ID-6b39f6a2,4,4,2,1,1,2,2,0,0
POI-ID-d9ffbe59,5,5,5,0,0,5,5,0,0
POI-ID-e5139dbc,1,1,1,0,0,1,1,0,0
POI-ID-2824b009,1,1,0,1,0,1,1,0,0
POI-ID-96b68277,1,1,1,0,0,1,1,0,0
POI-ID-2a2be8ee,1,1,1,0,0,1,1,0,0
POI-ID-6cf9fc73,1,1,1,0,0,1,1,0,0
POI-ID-e73dad73,1,1,1,0,0,1,1,0,0
POI-ID-7d7e2b1f,3,3,1,1,1,1,1,0,0
POI-ID-5f238f78,2,2,2,0,0,2,2,0,0
POI-ID-6435bdea,2,2,2,0,0,2,2,0,0
POI-ID-264a9bfb,1,1,1,0,0,1,1,0,0
POI-ID-b1e6c55c,1,1,1,0,0,1,1,0,0
POI-ID-513b8e6c,1,1,1,0,0,1,1,0,0
POI-ID-f8aa8f89,1,1,1,0,0,1,1,0,0
POI-ID-f062f0b5,1,1,1,0,0,1,1,0,0
POI-ID-f865b2c0,1,1,0,1,0,1,1,0,0
POI-ID-01ac03c6,1,1,1,0,0,1,1,0,0
POI-ID-481a87bd,1,1,1,0,0,1,1,0,0
POI-ID-9954b7c3,2,2,1,1,0,2,2,0,0
POI-ID-36b0e575,1,1,1,0,0,1,1,0,0
POI-ID-31961155,1,1,1,0,0,1,1,0,0
POI-ID-96a1501d,4,4,3,1,0,3,3,0,0
POI-ID-5496c307,2,2,2,0,0,2,2,0,0
POI-ID-68e291a4,1,1,0,1,0,1,1,0,0
POI-ID-82739a53,1,1,0,0,1,1,1,0,0
POI-ID-53895920,1,1,0,1,0,1,1,0,0
POI-ID-3ab64134,1,1,0,0,1,1,1,0,0
POI-ID-2863d8db,1,1,1,0,0,1,1,0,0
POI-ID-61812829,1,1,1,0,0,1,1,0,0
POI-ID-cfc3cc41,1,1,1,0,0,1,1,0,0
POI-ID-47d5c7a7,1,1,1,0,0,1,1,0,0
POI-ID-42641a1a,1,1,1,0,0,1,1,0,0
POI-ID-7e03a20a,2,2,2,0,0,2,2,0,0
POI-ID-bf66143c,1,1,1,0,0,1,1,0,0
POI-ID-aeb529ad,1,1,1,0,0,1,1,0,0
POI-ID-41b99206,1,1,1,0,0,1,1,0,0
POI-ID-940a2fad,2,2,1,1,0,1,1,0,0
POI-ID-367aea38,1,1,1,0,0,1,1,0,0
POI-ID-0aff4b89,1,1,1,0,0,1,1,0,0
POI-ID-b748e08b,20,20,11,6,3,2,2,0,0
POI-ID-f5bf68bb,3,3,1,1,1,1,1,0,0
POI-ID-cb5aa9d6,4,4,2,1,1,2,2,0,0
POI-ID-829569af,1,1,1,0,0,1,1,0,0
POI-ID-ec9ee76e,1,1,1,0,0,1,1,0,0
POI-ID-79ccec2a,1,1,1,0,0,1,1,0,0
POI-ID-9f83ed1e,2,2,2,0,0,2,2,0,0
POI-ID-c4c30c26,1,1,1,0,0,1,1,0,0
POI-ID-4cb44f10,1,1,1,0,0,1,1,0,0
POI-ID-7e935ee6,1,1,1,0,0,1,1,0,0
POI-ID-1b51ef71,1,1,1,0,0,1,1,0,0
POI-ID-9ad46e67,2,2,2,0,0,2,2,0,0
POI-ID-7403ba13,1,1,1,0,0,1,1,0,0
POI-ID-79eb59b5,1,1,1,0,0,1,1,0,0
POI-ID-9cc60860,1,1,1,0,0,1,1,0,0
POI-ID-d609f076,1,1,1,0,0,1,1,0,0
POI-ID-d3877513,1,1,1,0,0,1,1,0,0
POI-ID-e3743cb1,1,1,1,0,0,1,1,0,0
POI-ID-a38b3a7d,1,1,1,0,0,1,1,0,0
POI-ID-23c83cad,1,1,0,1,0,1,1,0,0
POI-ID-cec486ea,1,1,0,0,1,1,1,0,0
POI-ID-74f61704,1,1,1,0,0,1,1,0,0
POI-ID-64a57957,2,2,1,1,0,1,1,0,0
POI-ID-cbeae858,1,1,1,0,0,1,1,0,0
POI-ID-a60a950b,5,5,3,1,1,1,1,0,0
POI-ID-e0735dbb,2,2,2,0,0,2,2,0,0
POI-ID-40c7134d,4,4,2,1,1,2,2,0,0
POI-ID-dc11f94b,2,2,2,0,0,2,2,0,0
POI-ID-19f10a36,1,1,1,0,0,1,1,0,0
POI-ID-52ea467d,1,1,1,0,0,1,1,0,0
POI-ID-2a55ec7f,1,1,1,0,0,1,1,0,0
POI-ID-c720977f,10,10,6,3,1,4,4,0,0
POI-ID-a76c041a,1,1,1,0,0,1,1,0,0
POI-ID-3919123f,1,1,1,0,0,1,1,0,0
POI-ID-208f3e1b,1,1,1,0,0,1,1,0,0
POI-ID-4bded301,1,1,1,0,0,1,1,0,0
POI-ID-0fa811d5,5,5,4,1,0,4,4,0,0
POI-ID-7399bafa,1,1,1,0,0,1,1,0,0
POI-ID-9bae7413,7,7,4,1,2,2,2,0,0
POI-ID-13f89afb,1,1,1,0,0,1,1,0,0
POI-ID-6e2e4034,1,1,1,0,0,1,1,0,0
POI-ID-eba9ecce,1,1,1,0,0,1,1,0,0
POI-ID-6b63ae5c,1,1,1,0,0,1,1,0,0
POI-ID-81d090bd,1,1,1,0,0,1,1,0,0
POI-ID-aa5775d0,2,2,2,0,0,2,2,0,0
POI-ID-e31739ba,1,1,1,0,0,1,1,0,0
POI-ID-0df393dc,1,1,1,0,0,1,1,0,0
POI-ID-63f25293,1,1,1,0,0,1,1,0,0
POI-ID-c63a488a,1,1,1,0,0,1,1,0,0
POI-ID-25771644,3,3,2,1,0,2,2,0,0
POI-ID-c838c207,1,1,1,0,0,1,1,0,0
POI-ID-2acd1209,1,1,1,0,0,1,1,0,0
POI-ID-e15dc20c,1,1,1,0,0,1,1,0,0
POI-ID-d31a2f0c,3,3,1,1,1,1,1,0,0
POI-ID-276607ed,3,3,3,0,0,3,3,0,0
POI-ID-03b9199a,9,9,5,2,2,1,1,0,0
POI-ID-9f15fda0,4,4,2,1,1,1,1,0,0
POI-ID-7bb6b290,1,1,1,0,0,1,1,0,0
POI-ID-bbb049a6,1,1,1,0,0,1,1,0,0
POI-ID-8c2716c9,1,1,1,0,0,1,1,0,0
POI-ID-641d5749,1,1,1,0,0,1,1,0,0
POI-ID-aecba1b8,2,2,2,0,0,2,2,0,0
POI-ID-259699d6,12,12,7,3,2,1,1,0,0
POI-ID-20543f15,1,1,1,0,0,1,1,0,0
POI-ID-d4f56fd6,1,1,1,0,0,1,1,0,0
POI-ID-f44e9114,1,1,1,0,0,1,1,0,0
POI-ID-f80bd9f3,2,2,2,0,0,2,2,0,0
POI-ID-5c977bce,1,1,1,0,0,1,1,0,0
POI-ID-dc707f65,1,1,1,0,0,1,1,0,0
POI-ID-aa98c92d,1,1,1,0,0,1,1,0,0
POI-ID-11967027,27,27,16,7,4,2,2,0,0
POI-ID-af2df5be,2,2,2,0,0,2,2,0,0
POI-ID-50836019,2,2,2,0,0,2,2,0,0
POI-ID-131734b1,1,1,1,0,0,1,1,0,0
POI-ID-a3a3d373,1,1,1,0,0,1,1,0,0
POI-ID-f58cc7b2,1,1,1,0,0,1,1,0,0
POI-ID-3102ffbf,4,4,4,0,0,4,4,0,0
POI-ID-5ea142b0,1,1,1,0,0,1,1,0,0
POI-ID-af7dae25,1,1,1,0,0,1,1,0,0
POI-ID-691c2ae8,1,1,1,0,0,1,1,0,0
POI-ID-e03c7fd7,2,2,2,0,0,2,2,0,0
POI-ID-af71d64e,1,1,1,0,0,1,1,0,0
POI-ID-f88ef426,10,10,6,3,1,1,1,0,0
POI-ID-7cf816d9,1,1,1,0,0,1,1,0,0
POI-ID-59823e73,1,1,1,0,0,1,1,0,0
POI-ID-3fac36e0,1,1,1,0,0,1,1,0,0
POI-ID-d3460f83,1,1,1,0,0,1,1,0,0
POI-ID-d1914537,1,1,1,0,0,1,1,0,0
POI-ID-e003c50d,1,1,1,0,0,1,1,0,0
POI-ID-4d2e49ad,2,2,2,0,0,2,2,0,0
POI-ID-7a00977a,1,1,1,0,0,1,1,0,0
POI-ID-100c0eeb,2,2,2,0,0,2,2,0,0
POI-ID-e1216d13,1,1,1,0,0,1,1,0,0
POI-ID-c93799fd,1,1,1,0,0,1,1,0,0
POI-ID-500d706f,1,1,1,0,0,1,1,0,0
POI-ID-2e8b81e6,1,1,1,0,0,1,1,0,0
POI-ID-4873250c,1,1,1,0,0,1,1,0,0
POI-ID-3c46c9aa,1,1,1,0,0,1,1,0,0
POI-ID-e399e3bd,2,2,2,0,0,2,2,0,0
POI-ID-4198362d,1,1,1,0,0,1,1,0,0
POI-ID-cfad2a78,1,1,1,0,0,1,1,0,0
POI-ID-4fdd294b,1,1,1,0,0,1,1,0,0
POI-ID-d5e30e1a,3,3,2,1,0,2,2,0,0
POI-ID-47dcfea3,1,1,1,0,0,1,1,0,0
POI-ID-ceb75482,1,1,1,0,0,1,1,0,0
POI-ID-a8f4875d,1,1,1,0,0,1,1,0,0
POI-ID-19868467,1,1,1,0,0,1,1,0,0
POI-ID-52b3db79,1,1,1,0,0,1,1,0,0
POI-ID-0fa13251,3,3,1,1,1,1,1,0,0
POI-ID-d3c6f797,1,1,1,0,0,1,1,0,0
POI-ID-877ae117,5,5,3,1,1,1,1,0,0
POI-ID-0295549d,1,1,1,0,0,1,1,0,0
POI-ID-d5087386,1,1,1,0,0,1,1,0,0
POI-ID-4fffb9e2,1,1,1,0,0,1,1,0,0
POI-ID-6c226d65,2,2,2,0,0,2,2,0,0
POI-ID-62672a4a,2,2,2,0,0,2,2,0,0
POI-ID-c2a881eb,1,1,1,0,0,1,1,0,0
POI-ID-d4662bab,2,2,1,1,0,1,1,0,0
POI-ID-5d1f8731,2,2,2,0,0,2,2,0,0
POI-ID-1c5c5bcf,1,1,1,0,0,1,1,0,0
POI-ID-67608ddb,1,1,1,0,0,1,1,0,0
POI-ID-ffe6f23c,3,3,1,1,1,1,1,0,0
POI-ID-9a3e01f6,1,1,1,0,0,1,1,0,0
POI-ID-b8e5e5a0,1,1,1,0,0,1,1,0,0
POI-ID-620a7e64,2,2,1,1,0,1,1,0,0
POI-ID-ad4041bc,1,1,1,0,0,1,1,0,0
POI-ID-0fca3e86,14,14,8,4,2,1,1,0,0
POI-ID-18f06bec,2,2,2,0,0,2,2,0,0
POI-ID-23fb451d,4,4,2,1,1,1,1,0,0
POI-ID-1f01286b,1,1,1,0,0,1,1,0,0
POI-ID-6152f1d2,1,1,1,0,0,1,1,0,0
POI-ID-b2fcd073,1,1,1,0,0,1,1,0,0
POI-ID-4de85b6e,1,1,1,0,0,1,1,0,0
POI-ID-a17dd3e3,1,1,1,0,0,1,1,0,0
POI-ID-50a26f4c,1,1,1,0,0,1,1,0,0
POI-ID-a9848389,1,1,1,0,0,1,1,0,0
POI-ID-f443910d,1,1,1,0,0,1,1,0,0
POI-ID-e89c9496,1,1,1,0,0,1,1,0,0
POI-ID-aa33e41b,2,2,1,1,0,1,1,0,0
POI-ID-45f10613,1,1,1,0,0,1,1,0,0
POI-ID-ab556e95,1,1,1,0,0,1,1,0,0
POI-ID-fac16ac4,2,2,1,1,0,1,1,0,0
POI-ID-c4ea29f1,2,2,1,1,0,1,1,0,0
POI-ID-4f23bf8e,1,1,1,0,0,1,1,0,0
POI-ID-b3bc05c9,1,1,1,0,0,1,1,0,0
POI-ID-a728c308,1,1,1,0,0,1,1,0,0
POI-ID-62c66b94,1,1,1,0,0,1,1,0,0
POI-ID-24ebf0d0,1,1,1,0,0,1,1,0,0
POI-ID-7ef5de57,1,1,1,0,0,1,1,0,0
POI-ID-f80c52c9,1,1,1,0,0,1,1,0,0
POI-ID-a7c99b82,1,1,1,0,0,1,1,0,0
POI-ID-9d107b8c,4,4,3,1,0,3,3,0,0
POI-ID-1ce29222,1,1,1,0,0,1,1,0,0
POI-ID-9a0e75fc,1,1,1,0,0,1,1,0,0
POI-ID-b7beb4ac,2,2,1,0,1,1,1,0,0
POI-ID-ee4a0810,2,2,1,1,0,1,1,0,0
POI-ID-b2df522f,3,3,2,1,0,2,2,0,0
POI-ID-1c3b0cb2,2,2,2,0,0,2,2,0,0
POI-ID-38144b2b,2,2,2,0,0,2,2,0,0
POI-ID-c17e1586,1,1,1,0,0,1,1,0,0
POI-ID-e110352e,1,1,1,0,0,1,1,0,0
POI-ID-4eaa65d0,1,1,1,0,0,1,1,0,0
POI-ID-e86ea707,2,2,2,0,0,2,2,0,0
POI-ID-d61abc51,1,1,1,0,0,1,1,0,0
POI-ID-b93b9c98,1,1,1,0,0,1,1,0,0
POI-ID-b463f0b7,1,1,1,0,0,1,1,0,0
POI-ID-9ad28007,1,1,1,0,0,1,1,0,0
POI-ID-c152d9d6,10,10,6,3,1,1,1,0,0
POI-ID-112eefb0,1,1,1,0,0,1,1,0,0
POI-ID-809e4a4a,1,1,1,0,0,1,1,0,0
POI-ID-bcb6437c,1,1,1,0,0,1,1,0,0
POI-ID-c282d7e7,1,1,1,0,0,1,1,0,0
POI-ID-9a00b5a8,1,1,1,0,0,1,1,0,0
POI-ID-08c18d39,1,1,1,0,0,1,1,0,0
POI-ID-80d61067,1,1,1,0,0,1,1,0,0
POI-ID-46fecaad,1,1,1,0,0,1,1,0,0
POI-ID-b93471e0,1,1,1,0,0,1,1,0,0
POI-ID-6621c4c5,1,1,1,0,0,1,1,0,0
POI-ID-15aa651b,1,1,1,0,0,1,1,0,0
POI-ID-4f0b6e3b,1,1,1,0,0,1,1,0,0
POI-ID-d580dcb9,1,1,1,0,0,1,1,0,0
POI-ID-64fb388e,1,1,1,0,0,1,1,0,0
POI-ID-699c66e8,1,1,1,0,0,1,1,0,0
POI-ID-a23e82bb,4,4,2,1,1,2,2,0,0
POI-ID-2de6bbbe,2,2,1,1,0,1,1,0,0
POI-ID-1ee5cae7,1,1,1,0,0,1,1,0,0
POI-ID-1cd9a8af,3,3,3,0,0,3,3,0,0
POI-ID-6dbb3e31,2,2,2,0,0,2,2,0,0
POI-ID-08ffd1e6,1,1,1,0,0,1,1,0,0
POI-ID-ed597037,2,2,2,0,0,2,2,0,0
POI-ID-b2f30bfe,2,2,2,0,0,2,2,0,0
POI-ID-c5ca35db,1,1,1,0,0,1,1,0,0
POI-ID-6ad95244,3,3,3,0,0,3,3,0,0
POI-ID-6f0c5b62,2,2,2,0,0,2,2,0,0
POI-ID-4a39c8ef,1,1,1,0,0,1,1,0,0
POI-ID-9716b3ec,1,1,1,0,0,1,1,0,0
POI-ID-262ac81f,1,1,0,1,0,1,1,0,0
POI-ID-4efdb55a,1,1,1,0,0,1,1,0,0
POI-ID-2f9b1d30,2,2,2,0,0,2,2,0,0
POI-ID-4212e497,1,1,1,0,0,1,1,0,0
POI-ID-af5e36c8,9,9,4,3,2,3,3,0,0
POI-ID-5e7206c3,18,18,10,5,3,1,1,0,0
POI-ID-56817d79,1,1,1,0,0,1,1,0,0
POI-ID-b539171b,1,1,1,0,0,1,1,0,0
POI-ID-2edcb8e1,3,3,3,0,0,3,3,0,0
POI-ID-bc786dc4,2,2,1,1,0,1,1,0,0
POI-ID-fbf81342,1,1,1,0,0,1,1,0,0
POI-ID-9a3b44d9,1,1,1,0,0,1,1,0,0
POI-ID-ade35115,1,1,1,0,0,1,1,0,0
POI-ID-a35c0458,1,1,1,0,0,1,1,0,0
POI-ID-94ea20e3,1,1,0,0,1,1,1,0,0
POI-ID-a4ff2945,2,2,2,0,0,2,2,0,0
POI-ID-9f2689f7,1,1,1,0,0,1,1,0,0
POI-ID-ead711a3,2,2,2,0,0,2,2,0,0
POI-ID-0c78d9dd,1,1,1,0,0,1,1,0,0
POI-ID-1b76cb56,1,1,1,0,0,1,1,0,0
POI-ID-e6e46c9d,2,2,2,0,0,2,2,0,0
POI-ID-da3b0a6e,2,2,1,1,0,1,1,0,0
POI-ID-0ab7d76f,1,1,1,0,0,1,1,0,0
POI-ID-c9a69e9d,2,2,1,1,0,1,1,0,0
POI-ID-04ac6861,4,4,2,1,1,1,1,0,0
POI-ID-17e70cc7,3,3,2,1,0,2,2,0,0
POI-ID-531903c5,1,1,1,0,0,1,1,0,0
POI-ID-90c15624,1,1,1,0,0,1,1,0,0
POI-ID-351f88e8,1,1,1,0,0,1,1,0,0
POI-ID-673513a5,4,4,2,1,1,1,1,0,0
POI-ID-a7a71d69,2,2,1,1,0,1,1,0,0
POI-ID-2d67b745,1,1,1,0,0,1,1,0,0
POI-ID-8a36362c,1,1,1,0,0,1,1,0,0
POI-ID-d37ba546,2,2,2,0,0,2,2,0,0
POI-ID-52b60895,1,1,1,0,0,1,1,0,0
POI-ID-ddd2e014,1,1,1,0,0,1,1,0,0
POI-ID-9d3a1f5b,3,3,3,0,0,3,3,0,0
POI-ID-ac35c933,1,1,1,0,0,1,1,0,0
POI-ID-ba25b52e,1,1,1,0,0,1,1,0,0
POI-ID-5455c791,1,1,1,0,0,1,1,0,0
POI-ID-d927f874,1,1,1,0,0,1,1,0,0
POI-ID-50b16d76,1,1,1,0,0,1,1,0,0
POI-ID-1164049c,1,1,1,0,0,1,1,0,0
