user_id,input_checkins,output_interactions,output_views,output_transactions,output_reviews,input_unique_pois,output_unique_pois,interaction_diff,poi_diff
221735,36,36,28,5,3,26,26,0,0
217223,33,33,24,5,4,19,19,0,0
112941,23,23,20,2,1,20,20,0,0
89811,28,28,18,6,4,16,16,0,0
127507,11,11,8,2,1,10,10,0,0
4000,48,48,43,4,1,43,43,0,0
24864,142,142,102,28,12,80,80,0,0
148024,46,46,43,2,1,41,41,0,0
191599,21,21,15,4,2,13,13,0,0
26006,27,27,24,2,1,24,24,0,0
226436,12,12,10,1,1,9,9,0,0
88844,35,35,29,5,1,29,29,0,0
8568,131,131,96,25,10,89,89,0,0
197727,23,23,18,4,1,17,17,0,0
103595,11,11,8,2,1,10,10,0,0
144530,14,14,12,1,1,12,12,0,0
229640,21,21,19,1,1,19,19,0,0
195027,25,25,21,2,2,19,19,0,0
242981,13,13,10,2,1,7,7,0,0
95427,41,41,29,9,3,23,23,0,0
141300,21,21,19,1,1,19,19,0,0
161035,12,12,9,2,1,11,11,0,0
133948,28,28,24,3,1,24,24,0,0
120589,33,33,28,3,2,26,26,0,0
93193,6,6,3,2,1,5,5,0,0
128967,32,32,27,4,1,27,27,0,0
60831,34,34,24,7,3,22,22,0,0
100412,11,11,8,2,1,10,10,0,0
77520,31,31,25,4,2,18,18,0,0
250345,12,12,9,2,1,11,11,0,0
30378,43,43,35,6,2,34,34,0,0
41534,89,89,70,13,6,68,68,0,0
61130,20,20,17,2,1,17,17,0,0
232813,17,17,14,2,1,16,16,0,0
232957,21,21,17,3,1,17,17,0,0
33591,34,34,26,5,3,26,26,0,0
133329,8,8,5,2,1,7,7,0,0
155279,19,19,15,3,1,14,14,0,0
97906,46,46,38,7,1,37,37,0,0
164968,33,33,27,4,2,26,26,0,0
233036,9,9,7,1,1,9,9,0,0
117968,31,31,23,5,3,16,16,0,0
85430,13,13,11,1,1,11,11,0,0
110626,27,27,18,6,3,16,16,0,0
79052,71,71,59,8,4,57,57,0,0
151732,9,9,6,2,1,8,8,0,0
243225,18,18,15,2,1,17,17,0,0
265946,30,30,22,6,2,22,22,0,0
30543,28,28,25,2,1,27,27,0,0
220359,25,25,21,3,1,21,21,0,0
76165,63,63,55,4,4,50,50,0,0
65124,39,39,31,5,3,27,27,0,0
110636,22,22,18,3,1,15,15,0,0
155197,12,12,8,3,1,8,8,0,0
104833,30,30,22,5,3,14,14,0,0
107135,43,43,38,4,1,38,38,0,0
105946,14,14,12,1,1,12,12,0,0
200522,43,43,36,6,1,36,36,0,0
139680,49,49,38,8,3,32,32,0,0
65695,24,24,16,6,2,16,16,0,0
57732,29,29,24,3,2,24,24,0,0
208656,4,4,2,1,1,4,4,0,0
14502,18,18,15,2,1,15,15,0,0
117969,20,20,17,2,1,17,17,0,0
31004,54,54,38,11,5,34,34,0,0
42027,25,25,22,2,1,24,24,0,0
120671,32,32,29,2,1,31,31,0,0
82883,19,19,12,4,3,10,10,0,0
250710,28,28,25,2,1,27,27,0,0
55210,20,20,14,4,2,9,9,0,0
123172,24,24,21,2,1,23,23,0,0
101296,74,74,53,15,6,42,42,0,0
6342,170,170,104,42,24,37,37,0,0
195236,38,38,23,8,7,15,15,0,0
126196,51,51,43,5,3,42,42,0,0
171577,21,21,15,5,1,15,15,0,0
16809,109,109,78,19,12,68,68,0,0
175962,33,33,25,6,2,25,25,0,0
163215,50,50,42,6,2,42,42,0,0
4119,54,54,35,11,8,25,25,0,0
236509,13,13,11,1,1,11,11,0,0
174756,5,5,3,1,1,5,5,0,0
203085,27,27,24,2,1,26,26,0,0
192640,8,8,6,1,1,6,6,0,0
3209,18,18,15,2,1,15,15,0,0
48263,63,63,47,12,4,45,45,0,0
51533,51,51,40,7,4,39,39,0,0
148118,28,28,25,2,1,25,25,0,0
103700,24,24,18,4,2,17,17,0,0
211548,68,68,45,14,9,28,28,0,0
165259,39,39,31,5,3,28,28,0,0
9165,50,50,42,7,1,42,42,0,0
8490,24,24,21,2,1,23,23,0,0
19690,33,33,22,6,5,16,16,0,0
54295,80,80,48,24,8,1,1,0,0
197642,5,5,3,1,1,5,5,0,0
125956,42,42,28,10,4,13,13,0,0
134992,42,42,39,2,1,39,39,0,0
239984,23,23,20,2,1,17,17,0,0
211560,10,10,7,2,1,9,9,0,0
33013,53,53,38,10,5,32,32,0,0
122029,19,19,16,2,1,16,16,0,0
223574,55,55,52,2,1,52,52,0,0
266091,21,21,18,2,1,18,18,0,0
19222,6,6,4,1,1,4,4,0,0
131923,43,43,36,5,2,33,33,0,0
81557,20,20,17,2,1,16,16,0,0
266112,38,38,26,6,6,22,22,0,0
27236,79,79,56,17,6,50,50,0,0
157374,15,15,9,3,3,5,5,0,0
258051,23,23,19,2,2,17,17,0,0
171635,40,40,29,7,4,22,22,0,0
262147,33,33,20,9,4,5,5,0,0
220461,31,31,21,7,3,21,21,0,0
4239,308,308,198,71,39,111,111,0,0
39625,67,67,53,10,4,45,45,0,0
167062,11,11,9,1,1,11,11,0,0
94513,8,8,6,1,1,8,8,0,0
203272,32,32,30,1,1,30,30,0,0
197814,12,12,7,3,2,6,6,0,0
208384,15,15,12,2,1,14,14,0,0
848,762,762,484,203,75,130,130,0,0
197930,12,12,9,2,1,11,11,0,0
220493,21,21,18,2,1,18,18,0,0
236590,13,13,11,1,1,13,13,0,0
5307,34,34,32,1,1,32,32,0,0
211555,17,17,14,2,1,14,14,0,0
254574,25,25,22,2,1,24,24,0,0
243608,15,15,13,1,1,12,12,0,0
60712,12,12,9,2,1,11,11,0,0
143019,21,21,17,3,1,17,17,0,0
243596,46,46,35,5,6,31,31,0,0
165359,20,20,16,2,2,14,14,0,0
240049,43,43,36,4,3,34,34,0,0
99511,19,19,16,2,1,18,18,0,0
179735,4,4,2,1,1,4,4,0,0
143069,17,17,12,4,1,11,11,0,0
103713,9,9,7,1,1,7,7,0,0
220441,9,9,7,1,1,7,7,0,0
253264,26,26,24,1,1,26,26,0,0
38585,18,18,15,2,1,15,15,0,0
205931,21,21,16,4,1,15,15,0,0
236643,20,20,16,2,2,15,15,0,0
83819,38,38,28,6,4,23,23,0,0
1014,33,33,28,3,2,28,28,0,0
138227,20,20,17,2,1,17,17,0,0
12872,48,48,43,4,1,40,40,0,0
88010,15,15,12,2,1,12,12,0,0
44557,91,91,62,17,12,54,54,0,0
163304,50,50,28,16,6,25,25,0,0
199907,13,13,10,2,1,12,12,0,0
226221,21,21,12,4,5,8,8,0,0
10530,17,17,15,1,1,15,15,0,0
49386,16,16,13,2,1,15,15,0,0
5845,23,23,19,3,1,19,19,0,0
74792,74,74,57,9,8,49,49,0,0
43166,50,50,38,9,3,35,35,0,0
108393,68,68,59,6,3,58,58,0,0
182818,40,40,31,6,3,31,31,0,0
195375,21,21,15,4,2,14,14,0,0
178368,58,58,51,5,2,48,48,0,0
151852,29,29,20,5,4,18,18,0,0
82971,10,10,7,2,1,9,9,0,0
2390,25,25,23,1,1,25,25,0,0
88976,22,22,17,4,1,17,17,0,0
3519,16,16,14,1,1,14,14,0,0
118049,69,69,63,5,1,63,63,0,0
197870,28,28,23,4,1,22,22,0,0
195402,28,28,22,5,1,19,19,0,0
89553,5,5,3,1,1,5,5,0,0
89905,24,24,21,2,1,20,20,0,0
63360,82,82,61,16,5,52,52,0,0
182965,50,50,48,1,1,50,50,0,0
250880,17,17,15,1,1,15,15,0,0
163330,25,25,19,5,1,19,19,0,0
94569,45,45,39,5,1,39,39,0,0
109573,25,25,16,5,4,14,14,0,0
55445,13,13,11,1,1,13,13,0,0
150050,20,20,13,5,2,13,13,0,0
103741,49,49,33,10,6,17,17,0,0
8780,28,28,23,4,1,21,21,0,0
18394,15,15,13,1,1,15,15,0,0
86347,9,9,7,1,1,7,7,0,0
39028,75,75,46,18,11,26,26,0,0
157394,33,33,22,8,3,19,19,0,0
247278,20,20,16,3,1,13,13,0,0
14355,93,93,59,19,15,37,37,0,0
61750,29,29,25,3,1,25,25,0,0
208888,36,36,34,1,1,34,34,0,0
52438,108,108,85,16,7,76,76,0,0
16746,46,46,36,7,3,35,35,0,0
9860,31,31,27,3,1,24,24,0,0
25593,24,24,22,1,1,22,22,0,0
123439,46,46,38,7,1,38,38,0,0
22608,39,39,33,5,1,33,33,0,0
80609,92,92,63,19,10,42,42,0,0
2135,58,58,36,15,7,19,19,0,0
80605,69,69,57,8,4,44,44,0,0
262328,16,16,13,2,1,15,15,0,0
5358,22,22,17,4,1,17,17,0,0
46324,21,21,18,2,1,20,20,0,0
39997,68,68,54,10,4,50,50,0,0
203457,26,26,23,2,1,23,23,0,0
79510,19,19,16,2,1,18,18,0,0
176132,50,50,36,10,4,31,31,0,0
5276,16,16,14,1,1,16,16,0,0
183033,18,18,15,2,1,15,15,0,0
16288,22,22,19,2,1,21,21,0,0
8464,21,21,19,1,1,21,21,0,0
151,19,19,17,1,1,19,19,0,0
55249,18,18,15,2,1,14,14,0,0
233489,36,36,32,3,1,32,32,0,0
79065,28,28,26,1,1,25,25,0,0
197980,30,30,21,6,3,19,19,0,0
258489,14,14,9,3,2,9,9,0,0
165425,19,19,17,1,1,19,19,0,0
206121,16,16,11,4,1,10,10,0,0
109603,52,52,37,10,5,23,23,0,0
178435,45,45,36,6,3,35,35,0,0
233512,27,27,23,3,1,23,23,0,0
10337,71,71,44,17,10,20,20,0,0
5511,65,65,41,16,8,27,27,0,0
200811,39,39,30,7,2,30,30,0,0
109609,25,25,23,1,1,21,21,0,0
133548,26,26,23,2,1,25,25,0,0
214730,4,4,2,1,1,4,4,0,0
153836,23,23,19,3,1,17,17,0,0
180736,10,10,7,2,1,9,9,0,0
127737,52,52,35,11,6,33,33,0,0
169014,19,19,17,1,1,17,17,0,0
141426,14,14,11,2,1,13,13,0,0
12608,29,29,27,1,1,26,26,0,0
31728,8,8,6,1,1,6,6,0,0
105361,25,25,21,3,1,21,21,0,0
236869,19,19,16,2,1,18,18,0,0
266204,27,27,24,2,1,24,24,0,0
176201,27,27,25,1,1,27,27,0,0
254874,37,37,30,5,2,28,28,0,0
197893,11,11,9,1,1,11,11,0,0
11160,70,70,62,7,1,62,62,0,0
111894,58,58,37,13,8,19,19,0,0
21051,41,41,35,5,1,35,35,0,0
93620,26,26,24,1,1,24,24,0,0
123495,9,9,7,1,1,9,9,0,0
144834,20,20,13,4,3,10,10,0,0
75507,37,37,26,6,5,22,22,0,0
243925,30,30,27,2,1,26,26,0,0
211862,46,46,38,7,1,36,36,0,0
122134,33,33,28,4,1,28,28,0,0
72632,43,43,38,4,1,37,37,0,0
187922,18,18,15,2,1,17,17,0,0
180802,81,81,57,17,7,43,43,0,0
214796,26,26,23,2,1,23,23,0,0
174017,38,38,35,2,1,35,35,0,0
173680,10,10,8,1,1,8,8,0,0
96539,32,32,29,2,1,29,29,0,0
83083,33,33,25,5,3,22,22,0,0
206211,16,16,12,2,2,10,10,0,0
90005,24,24,17,5,2,17,17,0,0
50740,88,88,71,13,4,69,69,0,0
39315,8,8,6,1,1,6,6,0,0
153883,16,16,13,2,1,15,15,0,0
79128,7,7,5,1,1,7,7,0,0
74111,63,63,39,16,8,13,13,0,0
107292,37,37,30,6,1,30,30,0,0
87305,70,70,58,8,4,56,56,0,0
254976,38,38,32,5,1,32,32,0,0
173022,37,37,29,5,3,27,27,0,0
86422,45,45,28,11,6,15,15,0,0
195623,23,23,20,2,1,20,20,0,0
29568,10,10,7,2,1,9,9,0,0
104983,45,45,36,7,2,31,31,0,0
266683,25,25,20,4,1,17,17,0,0
126363,25,25,21,3,1,21,21,0,0
89122,33,33,26,6,1,26,26,0,0
123556,44,44,31,9,4,24,24,0,0
122186,103,103,67,22,14,46,46,0,0
200954,5,5,2,2,1,4,4,0,0
71992,34,34,24,7,3,15,15,0,0
130642,48,48,39,8,1,38,38,0,0
111935,26,26,21,3,2,17,17,0,0
39037,25,25,19,4,2,19,19,0,0
82282,39,39,31,7,1,31,31,0,0
206293,31,31,24,5,2,24,24,0,0
266723,8,8,5,2,1,7,7,0,0
3985,21,21,19,1,1,19,19,0,0
907,22,22,18,2,2,16,16,0,0
40994,56,56,48,7,1,46,46,0,0
217837,25,25,18,4,3,14,14,0,0
20331,43,43,33,8,2,33,33,0,0
75575,86,86,52,25,9,40,40,0,0
163337,8,8,6,1,1,8,8,0,0
93647,15,15,12,2,1,14,14,0,0
107315,49,49,43,5,1,40,40,0,0
220915,26,26,17,5,4,13,13,0,0
155730,35,35,28,5,2,26,26,0,0
57286,50,50,39,8,3,36,36,0,0
80646,27,27,19,5,3,11,11,0,0
122205,42,42,36,5,1,36,36,0,0
155736,14,14,12,1,1,12,12,0,0
160621,16,16,12,3,1,12,12,0,0
198313,39,39,25,8,6,19,19,0,0
45284,25,25,22,2,1,21,21,0,0
64051,46,46,35,8,3,34,34,0,0
171923,30,30,24,5,1,23,23,0,0
230506,34,34,24,6,4,14,14,0,0
49930,50,50,45,3,2,43,43,0,0
223128,17,17,14,2,1,13,13,0,0
217913,20,20,18,1,1,18,18,0,0
230552,28,28,23,3,2,21,21,0,0
34837,40,40,37,2,1,39,39,0,0
176370,19,19,17,1,1,19,19,0,0
7751,56,56,44,8,4,37,37,0,0
240584,13,13,8,3,2,3,3,0,0
183306,4,4,2,1,1,4,4,0,0
3364,13,13,11,1,1,13,13,0,0
683,19,19,17,1,1,17,17,0,0
92735,32,32,21,8,3,19,19,0,0
203757,25,25,17,4,4,11,11,0,0
155770,24,24,13,6,5,7,7,0,0
108510,30,30,22,6,2,21,21,0,0
233890,7,7,5,1,1,7,7,0,0
