user_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,day_2012-04-04,day_2012-04-05,day_2012-04-08,day_2012-04-10,day_2012-04-11,day_2012-04-12,day_2012-04-13,day_2012-04-14,day_2012-04-20,day_2012-04-21,day_2012-04-22,day_2012-04-29,day_2012-05-04,day_2012-05-05,day_2012-05-13,day_2012-05-14,day_2012-05-15,day_2012-05-19,day_2012-05-22,day_2012-07-01,month_2012-04,month_2012-05,month_2012-07,day_2012-04-06,day_2012-04-07,day_2012-04-09,day_2012-04-15,day_2012-04-16,day_2012-04-17,day_2012-04-18,day_2012-04-23,day_2012-04-25,day_2012-04-26,day_2012-04-28,day_2012-05-02,day_2012-05-06,day_2012-05-07,day_2012-05-09,day_2012-05-10,day_2012-05-11,day_2012-05-12,day_2012-05-16,day_2012-05-20,day_2012-05-21,day_2012-05-25,day_2012-05-30,day_2012-06-04,day_2012-06-14,day_2012-06-25,day_2012-06-27,day_2012-07-03,day_2012-07-04,day_2012-07-13,day_2012-07-16,day_2012-07-29,day_2012-08-06,day_2012-08-09,day_2012-08-13,day_2012-09-06,day_2012-09-14,day_2012-10-23,day_2012-10-25,day_2012-10-27,day_2012-10-28,day_2012-10-29,day_2012-11-01,day_2012-11-06,day_2012-11-07,day_2012-11-08,day_2012-11-11,day_2012-11-17,day_2012-11-21,day_2012-11-23,day_2012-11-25,day_2012-11-26,day_2012-11-27,day_2012-11-29,day_2012-12-02,day_2012-12-03,day_2012-12-04,day_2012-12-07,day_2012-12-10,day_2012-12-12,day_2012-12-16,day_2012-12-17,day_2012-12-23,day_2012-12-28,day_2012-12-30,day_2013-01-03,day_2013-01-06,day_2013-01-10,day_2013-01-18,day_2013-01-24,day_2013-02-01,day_2013-02-02,day_2013-02-13,day_2013-02-17,day_2013-02-19,day_2013-03-16,day_2013-03-29,day_2013-04-03,day_2013-04-05,day_2013-04-07,day_2013-04-15,day_2013-04-20,day_2013-04-21,day_2013-04-25,day_2013-05-03,day_2013-05-04,day_2013-05-09,day_2013-05-11,day_2013-05-12,day_2013-05-15,day_2013-05-17,day_2013-05-23,day_2013-05-24,day_2013-06-05,day_2013-06-14,day_2013-07-08,day_2013-07-10,day_2013-07-21,day_2013-07-24,day_2013-07-26,day_2013-07-27,day_2013-07-30,day_2013-08-01,day_2013-08-06,day_2013-08-29,day_2013-08-30,day_2013-08-31,day_2013-09-01,month_2012-06,month_2012-08,month_2012-09,month_2012-10,month_2012-11,month_2012-12,month_2013-01,month_2013-02,month_2013-03,month_2013-04,month_2013-05,month_2013-06,month_2013-07,month_2013-08,month_2013-09,day_2012-05-18,day_2012-05-26,day_2012-05-27,day_2012-05-28,day_2012-05-29,day_2012-05-31,day_2012-06-03,day_2012-06-13,day_2012-06-17,day_2012-06-18,day_2012-06-21,day_2012-07-05,day_2012-07-06,day_2012-07-07,day_2012-07-08,day_2012-07-12,day_2012-07-14,day_2012-07-17,day_2012-07-28,day_2012-07-30,day_2012-08-10,day_2012-08-11,day_2012-08-20,day_2012-08-18,day_2012-10-13,day_2012-10-31,day_2012-11-09,day_2012-11-12,day_2012-11-13,day_2012-11-18,day_2012-11-24,day_2012-12-22,day_2012-12-29,day_2013-01-04,day_2013-01-05,day_2013-01-11,day_2013-01-13,day_2013-01-26,day_2013-02-03,day_2013-03-08,day_2013-07-05,day_2013-07-11,day_2013-08-22,day_2013-08-26,day_2013-09-14,day_2012-04-19,day_2012-04-24,day_2012-04-30,day_2012-06-02,day_2012-06-09,day_2012-06-10,day_2012-07-02,day_2012-07-10,day_2012-07-19,day_2012-07-24,day_2012-08-14,day_2012-08-19,day_2012-08-23,day_2012-09-10,day_2012-10-08,day_2012-10-16,day_2012-10-17,day_2012-10-19,day_2012-10-24,day_2012-10-26,day_2012-11-16,day_2012-11-30,day_2012-12-01,day_2012-12-09,day_2012-12-15,day_2012-12-19,day_2012-12-31,day_2013-01-08,day_2013-01-09,day_2013-01-12,day_2013-01-17,day_2013-01-19,day_2013-01-22,day_2013-01-27,day_2013-02-06,day_2013-02-07,day_2013-02-24,day_2013-03-02,day_2013-03-05,day_2013-03-06,day_2013-03-17,day_2013-03-22,day_2013-03-26,day_2013-03-28,day_2013-03-30,day_2013-03-31,day_2013-04-04,day_2013-04-06,day_2013-04-10,day_2013-04-12,day_2013-04-13,day_2013-04-17,day_2013-04-26,day_2013-04-30,day_2013-05-06,day_2013-05-07,day_2013-05-10,day_2013-06-08,day_2012-04-27,day_2012-05-17,day_2012-05-24,day_2012-06-01,day_2012-06-07,day_2012-06-08,day_2012-06-11,day_2012-07-11,day_2012-07-18,day_2012-07-20,day_2012-07-22,day_2012-08-17,day_2012-09-05,day_2012-09-13,day_2012-11-20,day_2012-11-22,day_2012-12-06,day_2012-12-08,day_2012-12-13,day_2012-12-18,day_2012-12-27,day_2013-01-02,day_2013-01-14,day_2013-01-28,day_2013-01-29,day_2013-01-31,day_2013-02-04,day_2013-02-08,day_2013-02-18,day_2013-02-25,day_2013-02-26,day_2013-02-28,day_2013-03-07,day_2012-07-09,day_2012-08-12,day_2012-05-03,day_2012-06-12,day_2012-06-05,day_2012-06-06,day_2012-08-15,day_2012-06-19,day_2012-07-25,day_2012-09-15,day_2012-10-09,day_2012-05-08,day_2012-11-10,day_2012-12-05,day_2013-01-15,day_2013-01-16,day_2013-01-30,day_2013-02-05,day_2013-02-12,day_2013-02-16,day_2013-02-20,day_2013-02-21,day_2013-02-22,day_2013-02-27,day_2013-03-04,day_2013-03-12,day_2013-03-13,day_2013-03-14,day_2013-03-15,day_2013-03-18,day_2013-03-19,day_2013-03-20,day_2013-03-21,day_2013-03-24,day_2013-03-25,day_2013-03-27,day_2013-04-09,day_2013-04-11,day_2013-04-27,day_2013-04-29,day_2013-05-01,day_2013-05-05,day_2013-05-13,day_2013-05-16,day_2013-05-20,day_2013-05-26,day_2013-05-27,day_2013-05-29,day_2013-07-01,day_2013-07-09,day_2013-07-20,day_2013-07-23,day_2013-09-02,day_2013-09-15,day_2012-06-15,day_2012-07-15,day_2012-08-05,day_2012-09-16,day_2012-10-04,day_2012-10-12,day_2012-10-20,day_2012-10-30,day_2012-11-02,day_2012-11-05,day_2013-02-11,day_2013-04-02,day_2013-05-14,day_2013-06-22,day_2013-06-30,day_2013-07-12,day_2013-07-13,day_2013-07-31,day_2013-08-09,day_2013-08-10,day_2013-08-11,day_2013-08-17,day_2013-08-18,day_2013-08-20,day_2013-08-21,day_2013-08-24,day_2012-07-27,day_2012-07-31,day_2012-10-22,day_2012-12-21,day_2013-06-20,day_2013-05-31,day_2013-04-19,day_2013-04-22,day_2013-04-28,day_2013-06-06,day_2013-04-23,day_2013-05-19,day_2013-07-29,day_2013-05-28,day_2013-06-03,day_2013-06-19,day_2013-06-21,day_2013-06-26,day_2013-08-13,day_2013-08-14,day_2013-08-27,day_2012-06-26,day_2013-03-11,day_2013-05-18,day_2012-07-21,day_2012-12-11,day_2012-12-14,day_2012-12-20,day_2013-01-01,day_2013-01-07,day_2013-01-21,day_2013-01-25,day_2013-03-10,day_2013-05-22,day_2013-06-07,day_2013-09-09,day_2013-05-08,day_2013-06-24,day_2013-07-22,day_2013-08-02,day_2013-09-03,day_2013-09-16,day_2013-04-08,day_2013-07-15,day_2013-07-19,day_2013-08-03,day_2013-09-04,day_2013-09-05,day_2013-09-07,day_2013-02-14,day_2013-04-16,day_2012-06-28,day_2013-04-01,day_2013-04-18,day_2013-08-25,day_2013-04-24,day_2013-07-28,day_2013-06-23,day_2013-07-14,day_2013-07-25,day_2013-08-05,day_2013-08-28,day_2013-06-09,day_2013-06-18,day_2013-06-27,day_2013-07-17,day_2013-08-15,day_2013-08-19,day_2013-09-06,day_2013-09-13,day_2013-05-21,day_2012-11-28,day_2013-05-02,day_2013-07-02,day_2013-08-08,day_2013-06-29,day_2013-06-04,day_2013-07-04,day_2013-08-23,day_2013-09-17,day_2013-06-01,day_2013-06-28,day_2012-09-09,day_2013-07-06,day_2013-07-18,day_2013-08-07,day_2013-08-12,day_2013-05-30,day_2013-06-17,day_2013-07-03,day_2012-08-16,day_2012-08-22,day_2012-11-14,day_2012-10-11,day_2013-03-23,day_2013-07-16,day_2012-10-18,day_2012-05-23,day_2012-10-03,day_2012-11-15,day_2013-03-09,day_2013-09-08,day_2013-06-02,day_2013-05-25,day_2012-12-24,day_2013-09-12,day_2013-06-15,day_2013-09-10,day_2013-06-11,day_2012-11-19,day_2012-09-07,day_2013-03-01,day_2013-08-04,day_2013-06-12,day_2013-02-10,day_2013-09-11,day_2013-06-16,day_2013-07-07,day_2013-08-16
126,71,36,10,9,24,15,16,30,17,15,8,17,17,14,21,47,52,62,45,47,47,30,47,28,2.0,4.0,,2.0,7.0,4.0,9.0,,3.0,15.0,16.0,5.0,16.0,12.0,10.0,3.0,12.0,23.0,3.0,,129.0,202.0,27.0,,,,3.0,8.0,5.0,6.0,3.0,4.0,8.0,18.0,5.0,9.0,1.0,23.0,,22.0,,2.0,2.0,1.0,2.0,6.0,4.0,,,,,,13.0,,,,,,1.0,,,,,,,,,,,,4.0,,,,1.0,1.0,,5.0,1.0,,5.0,1.0,,,,,,,,,,3.0,,8.0,10.0,2.0,4.0,,7.0,,,1.0,,2.0,10.0,,,,,3.0,,2.0,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,2.0,,44.0,8.0,3.0,,14.0,26.0,45.0,51.0,93.0,36.0,30.0,1.0,7.0,3.0,6.0,6.0,3.0,1.0,24.0,2.0,,,15.0,,,,5.0,,5.0,,,,,,,,,,7.0,,,2.0,,1.0,1.0,,,,,,12.0,2.0,,,6.0,,,1.0,,1.0,,2.0,3.0,,12.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,,2.0,2.0,6.0,1.0,4.0,6.0,5.0,5.0,2.0,,,,7.0,1.0,,,5.0,,1.0,,2.0,6.0,3.0,,8.0,2.0,,,3.0,1.0,,,2.0,,,,1.0,1.0,8.0,,,,4.0,,1.0,3.0,1.0,,2.0,1.0,,,7.0,,1.0,,,2.0,,,,,,,5.0,3.0,1.0,1.0,2.0,9.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,6.0,10.0,7.0,1.0,1.0,6.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,10,12,8,6,9,6,4,3,5,8,4,10,19,21,26,21,27,34,24,25,14,24,30,43,13.0,2.0,6.0,7.0,7.0,1.0,2.0,,3.0,6.0,4.0,5.0,,,4.0,4.0,2.0,2.0,1.0,2.0,85.0,82.0,51.0,,2.0,3.0,,,,,7.0,1.0,,5.0,8.0,,6.0,11.0,2.0,3.0,10.0,6.0,1.0,,,3.0,,6.0,,,1.0,2.0,1.0,8.0,4.0,,4.0,,1.0,,2.0,4.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,,,2.0,1.0,,,,4.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,32.0,24.0,7.0,39.0,19.0,12.0,7.0,5.0,1.0,7.0,4.0,2.0,4.0,12.0,,1.0,3.0,2.0,3.0,3.0,,,4.0,2.0,4.0,,4.0,5.0,3.0,,,,4.0,4.0,2.0,2.0,,9.0,,,2.0,,,4.0,,,,,,,,,,1.0,,,,,,,3.0,4.0,2.0,,,,,,,,,3.0,,1.0,2.0,2.0,2.0,6.0,3.0,2.0,,,5.0,,,,1.0,2.0,,,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,3.0,1.0,4.0,,,6.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,5.0,,,4.0,,,3.0,1.0,,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64094,0,1,0,0,0,21,28,21,20,13,6,5,10,8,2,7,3,4,14,3,2,0,1,1,2.0,1.0,2.0,3.0,7.0,7.0,,1.0,,2.0,,,1.0,,,3.0,4.0,,5.0,,40.0,43.0,26.0,,,,1.0,,,2.0,3.0,2.0,2.0,1.0,3.0,,2.0,,,1.0,,3.0,,,,4.0,1.0,,,2.0,,3.0,1.0,2.0,,2.0,,2.0,3.0,,1.0,1.0,3.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,16.0,5.0,18.0,12.0,,,,,,,,,,,,2.0,,3.0,2.0,,,,2.0,3.0,,3.0,2.0,1.0,,3.0,2.0,,,1.0,3.0,,,1.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,2.0,,,2.0,,,1.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,,1.0,,,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122278,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,1,2,2,17,17,7,2,0,0,1.0,,,,,,2.0,,3.0,,,,2.0,,,,,,,,14.0,11.0,5.0,,,,,,,,,3.0,,3.0,,,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,5.0,6.0,3.0,2.0,,2.0,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,1.0,2.0,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126476,0,0,0,0,0,22,17,2,1,1,4,2,1,3,19,6,0,1,1,3,2,0,0,0,4.0,2.0,,5.0,3.0,,2.0,2.0,,1.0,,,,6.0,,8.0,7.0,,,,34.0,41.0,10.0,,,2.0,1.0,,,,2.0,3.0,5.0,,,,,6.0,2.0,5.0,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38192,3,0,1,0,1,1,29,41,1,2,1,3,0,4,3,1,0,8,61,17,4,3,5,7,7.0,10.0,3.0,4.0,1.0,8.0,8.0,,8.0,3.0,2.0,2.0,9.0,1.0,3.0,9.0,7.0,3.0,2.0,,103.0,87.0,,,,5.0,2.0,4.0,5.0,4.0,2.0,3.0,9.0,3.0,8.0,1.0,9.0,6.0,3.0,2.0,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198469,5,1,2,1,0,0,8,11,2,1,1,0,2,4,3,0,2,3,5,4,6,5,1,1,3.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,3.0,1.0,,1.0,,,23.0,19.0,5.0,,1.0,2.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,2.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,3.0,,2.0,,,,5.0,6.0,2.0,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38475,0,0,0,0,0,0,47,15,11,5,5,5,10,14,15,9,10,7,3,4,2,2,2,0,5.0,,,3.0,2.0,3.0,4.0,,4.0,,,,2.0,,,9.0,,,3.0,,53.0,67.0,,,,2.0,,1.0,2.0,1.0,4.0,3.0,6.0,,6.0,,,6.0,3.0,11.0,,6.0,,,,8.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,8.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24592,2,2,0,0,0,0,4,8,7,9,3,6,7,15,4,8,8,11,18,10,15,6,6,2,7.0,,3.0,,6.0,3.0,1.0,4.0,5.0,,,1.0,1.0,4.0,2.0,8.0,6.0,3.0,12.0,,47.0,74.0,,,,,,3.0,1.0,1.0,1.0,1.0,,,,2.0,2.0,2.0,,4.0,4.0,5.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,,,,,,,2.0,4.0,4.0,,1.0,1.0,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,3.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,6.0,2.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23956,0,0,0,0,0,0,17,46,6,3,13,27,8,7,8,3,3,1,8,22,6,4,3,1,4.0,1.0,,3.0,2.0,,,6.0,1.0,7.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,,,2.0,46.0,62.0,35.0,,,1.0,7.0,,1.0,3.0,,,1.0,,3.0,1.0,5.0,5.0,2.0,2.0,8.0,2.0,,1.0,1.0,4.0,2.0,,2.0,5.0,,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,1.0,,,,,,,,,,3.0,9.0,3.0,3.0,,5.0,4.0,4.0,3.0,2.0,2.0,1.0,,,2.0,5.0,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,7.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37027,0,0,0,0,0,0,14,1,0,0,0,2,0,1,7,11,4,13,14,13,13,7,5,2,5.0,,,,,,,,3.0,1.0,,1.0,1.0,5.0,,3.0,1.0,,4.0,,25.0,36.0,,,,,1.0,3.0,,3.0,,1.0,5.0,,1.0,,3.0,,,4.0,,1.0,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,2.0,,,16.0,,,,,,,,,,3.0,9.0,7.0,7.0,4.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56817,0,0,0,0,0,0,11,3,2,2,0,6,5,5,9,3,13,12,12,14,7,2,2,0,2.0,,13.0,5.0,1.0,2.0,1.0,4.0,2.0,12.0,3.0,3.0,3.0,5.0,1.0,1.0,,,,,62.0,37.0,2.0,,,1.0,3.0,2.0,,,,,3.0,,3.0,,4.0,2.0,1.0,5.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,1.0,1.0,5.0,,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
